id,timestamp,scene,framerate,marker,rating
2,2023-09-13 16:45:55.647598,image,240,none,5
2,2023-09-13 16:46:01.159420,image,240,point,5
2,2023-09-13 16:46:06.751182,image,240,aruco,5
2,2023-09-13 16:46:12.182977,text_d,240,qr,4
2,2023-09-13 16:46:17.873617,text_d,240,none,5
2,2023-09-13 16:46:23.396277,text_d,240,point,5
2,2023-09-13 16:46:29.499373,text_d,240,aruco,5
2,2023-09-13 16:46:37.192888,text_w,144,qr,5
2,2023-09-13 16:46:42.672703,text_w,144,none,5
2,2023-09-13 16:46:48.309707,text_w,144,point,5
2,2023-09-13 16:46:54.021488,text_w,144,aruco,5
2,2023-09-13 16:46:59.642321,image,144,qr,5
2,2023-09-13 16:47:05.279996,image,144,none,5
2,2023-09-13 16:47:11.050000,image,144,point,5
2,2023-09-13 16:47:16.655554,image,144,aruco,5
2,2023-09-13 16:47:22.097620,text_d,144,qr,4
2,2023-09-13 16:47:27.751215,text_d,144,none,5
2,2023-09-13 16:47:33.380200,text_d,144,point,3
2,2023-09-13 16:47:38.900015,text_d,144,aruco,4
2,2023-09-13 16:47:47.019815,text_w,200,qr,5
2,2023-09-13 16:47:52.608745,text_w,200,none,5
2,2023-09-13 16:47:58.552505,text_w,200,point,5
2,2023-09-13 16:48:04.248388,text_w,200,aruco,5
2,2023-09-13 16:48:09.824224,image,200,qr,5
2,2023-09-13 16:48:15.712083,image,200,none,5
2,2023-09-13 16:48:24.306828,image,200,point,5
2,2023-09-13 16:48:29.706677,image,200,aruco,5
2,2023-09-13 16:48:35.266559,text_d,200,qr,5
2,2023-09-13 16:48:40.867171,text_d,200,none,5
2,2023-09-13 16:48:46.898335,text_d,200,point,5
2,2023-09-13 16:48:52.346132,text_d,200,aruco,5
2,2023-09-13 16:49:00.023091,image,240,none,5
2,2023-09-13 16:49:06.022876,image,240,qr,5
2,2023-09-13 16:49:12.230791,image,240,aruco,5
2,2023-09-13 16:49:18.183295,image,240,point,5
2,2023-09-13 16:49:23.729486,text_w,240,none,5
2,2023-09-13 16:49:29.713408,text_w,240,qr,5
2,2023-09-13 16:49:35.217259,text_w,240,aruco,5
2,2023-09-13 16:49:41.049195,text_w,240,point,5
2,2023-09-13 16:49:46.529088,text_d,240,none,5
2,2023-09-13 16:49:52.032952,text_d,240,qr,5
2,2023-09-13 16:49:57.469934,text_d,240,aruco,5
2,2023-09-13 16:50:02.933760,text_d,240,point,5
2,2023-09-13 16:50:10.376613,image,120,none,5
2,2023-09-13 16:50:15.800530,image,120,qr,5
2,2023-09-13 16:50:21.336426,image,120,aruco,5
2,2023-09-13 16:50:26.800296,image,120,point,5
2,2023-09-13 16:50:32.392193,text_w,120,none,5
2,2023-09-13 16:50:37.952174,text_w,120,qr,5
2,2023-09-13 16:50:45.391984,text_w,120,aruco,5
2,2023-09-13 16:50:51.151986,text_w,120,point,5
2,2023-09-13 16:50:56.783889,text_d,120,none,5
2,2023-09-13 16:51:02.639838,text_d,120,qr,3
2,2023-09-13 16:51:08.135757,text_d,120,aruco,4
2,2023-09-13 16:51:13.735720,text_d,120,point,4
2,2023-09-13 16:51:21.263572,image,200,none,5
2,2023-09-13 16:51:26.693989,image,200,qr,5
2,2023-09-13 16:51:32.151438,image,200,aruco,5
2,2023-09-13 16:51:38.298249,image,200,point,5
2,2023-09-13 16:51:44.658862,text_w,200,none,5
2,2023-09-13 16:51:50.303212,text_w,200,qr,5
2,2023-09-13 16:51:56.047108,text_w,200,aruco,5
2,2023-09-13 16:52:01.649966,text_w,200,point,5
2,2023-09-13 16:52:07.118968,text_d,200,none,5
2,2023-09-13 16:52:12.582944,text_d,200,qr,3
2,2023-09-13 16:52:18.870986,text_d,200,aruco,5
2,2023-09-13 16:52:24.313693,text_d,200,point,3
2,2023-09-13 16:52:34.172621,image,144,none,4
2,2023-09-13 16:52:39.627780,image,144,qr,5
2,2023-09-13 16:52:45.206715,image,144,aruco,5
2,2023-09-13 16:52:51.022684,image,144,point,5
2,2023-09-13 16:52:56.662670,text_w,144,none,5
2,2023-09-13 16:53:02.198636,text_w,144,qr,5
2,2023-09-13 16:53:07.998572,text_w,144,aruco,5
2,2023-09-13 16:53:13.694522,text_w,144,point,5
2,2023-09-13 16:53:20.126535,text_d,144,none,5
2,2023-09-13 16:53:25.513366,text_d,144,qr,3
2,2023-09-13 16:53:31.057370,text_d,144,aruco,3
2,2023-09-13 16:53:36.542445,text_d,144,point,3
4,2023-09-14 10:00:28.316747,text_w,120,aruco,5
4,2023-09-14 10:00:35.452840,text_w,120,none,5
4,2023-09-14 10:00:42.679878,text_w,120,qr,5
4,2023-09-14 10:00:48.837631,text_w,120,point,5
4,2023-09-14 10:00:55.973034,image,120,aruco,5
4,2023-09-14 10:01:02.000057,image,120,none,5
4,2023-09-14 10:01:09.608066,image,120,qr,4
4,2023-09-14 10:01:15.792052,image,120,point,5
4,2023-09-14 10:01:22.648155,text_d,120,aruco,3
4,2023-09-14 10:01:29.312138,text_d,120,none,5
4,2023-09-14 10:01:35.605332,text_d,120,qr,3
4,2023-09-14 10:01:42.053362,text_d,120,point,2
4,2023-09-14 10:01:50.280417,text_w,240,aruco,5
4,2023-09-14 10:01:56.589578,text_w,240,none,5
4,2023-09-14 10:02:02.536504,text_w,240,qr,5
4,2023-09-14 10:02:08.656590,text_w,240,point,5
4,2023-09-14 10:02:15.093664,image,240,aruco,4
4,2023-09-14 10:02:21.176557,image,240,none,5
4,2023-09-14 10:02:27.496686,image,240,qr,5
4,2023-09-14 10:02:33.347625,image,240,point,5
4,2023-09-14 10:02:39.579687,text_d,240,aruco,4
4,2023-09-14 10:02:45.672959,text_d,240,none,5
4,2023-09-14 10:02:51.816949,text_d,240,qr,3
4,2023-09-14 10:02:59.973956,text_d,240,point,4
4,2023-09-14 10:03:08.606085,text_w,200,aruco,5
4,2023-09-14 10:03:14.814151,text_w,200,none,5
4,2023-09-14 10:03:21.129105,text_w,200,qr,5
4,2023-09-14 10:03:27.278175,text_w,200,point,5
4,2023-09-14 10:03:33.398394,image,200,aruco,5
4,2023-09-14 10:03:39.638250,image,200,none,5
4,2023-09-14 10:03:45.830263,image,200,qr,5
4,2023-09-14 10:03:52.014332,image,200,point,5
4,2023-09-14 10:03:58.076206,text_d,200,aruco,4
4,2023-09-14 10:04:04.238391,text_d,200,none,5
4,2023-09-14 10:04:09.926374,text_d,200,qr,3
4,2023-09-14 10:04:16.222445,text_d,200,point,3
4,2023-09-14 10:04:24.577416,text_w,144,aruco,5
4,2023-09-14 10:04:30.822519,text_w,144,none,5
4,2023-09-14 10:04:36.894593,text_w,144,qr,5
4,2023-09-14 10:04:42.369539,text_w,144,point,5
4,2023-09-14 10:04:48.481581,image,144,aruco,5
4,2023-09-14 10:04:54.393659,image,144,none,5
4,2023-09-14 10:04:59.945625,image,144,qr,1
4,2023-09-14 10:05:07.273715,image,144,point,4
4,2023-09-14 10:05:13.513679,text_d,144,aruco,4
4,2023-09-14 10:05:19.049699,text_d,144,none,5
4,2023-09-14 10:05:25.210509,text_d,144,qr,3
4,2023-09-14 10:05:31.350868,text_d,144,point,3
4,2023-09-14 10:05:39.433846,text_d,120,aruco,2
4,2023-09-14 10:05:45.001855,text_d,120,none,5
4,2023-09-14 10:05:51.089978,text_d,120,point,1
4,2023-09-14 10:05:57.000532,text_d,120,qr,2
4,2023-09-14 10:06:03.028970,image,120,aruco,3
4,2023-09-14 10:06:09.167122,image,120,none,5
4,2023-09-14 10:06:15.306149,image,120,point,4
4,2023-09-14 10:06:21.314180,image,120,qr,4
4,2023-09-14 10:06:27.346207,text_w,120,aruco,5
4,2023-09-14 10:06:33.322253,text_w,120,none,5
4,2023-09-14 10:06:39.266242,text_w,120,point,5
4,2023-09-14 10:06:45.421125,text_w,120,qr,5
4,2023-09-14 10:06:53.674388,text_d,200,aruco,4
4,2023-09-14 10:06:59.559481,text_d,200,none,5
4,2023-09-14 10:07:05.642386,text_d,200,point,3
4,2023-09-14 10:07:12.775548,text_d,200,qr,4
4,2023-09-14 10:07:18.749373,image,200,aruco,5
4,2023-09-14 10:07:24.669375,image,200,none,5
4,2023-09-14 10:07:30.615665,image,200,point,5
4,2023-09-14 10:07:36.586630,image,200,qr,5
4,2023-09-14 10:07:42.850688,text_w,200,aruco,5
4,2023-09-14 10:07:49.439774,text_w,200,none,5
4,2023-09-14 10:07:55.530820,text_w,200,point,5
4,2023-09-14 10:08:01.466828,text_w,200,qr,5
4,2023-09-14 10:08:09.576592,text_d,144,aruco,3
4,2023-09-14 10:08:15.600694,text_d,144,none,5
4,2023-09-14 10:08:21.141778,text_d,144,point,2
4,2023-09-14 10:08:27.323022,text_d,144,qr,2
4,2023-09-14 10:08:33.901886,image,144,aruco,3
4,2023-09-14 10:08:39.931027,image,144,none,5
4,2023-09-14 10:08:45.510047,image,144,point,3
4,2023-09-14 10:08:51.422085,image,144,qr,3
4,2023-09-14 10:08:57.491245,text_w,144,aruco,5
4,2023-09-14 10:09:03.489779,text_w,144,none,5
4,2023-09-14 10:09:09.499297,text_w,144,point,5
4,2023-09-14 10:09:15.755355,text_w,144,qr,5
4,2023-09-14 10:09:23.996053,text_d,240,aruco,3
4,2023-09-14 10:09:29.963401,text_d,240,none,5
4,2023-09-14 10:09:36.070375,text_d,240,point,3
4,2023-09-14 10:09:42.299405,text_d,240,qr,2
4,2023-09-14 10:09:48.244227,image,240,aruco,5
4,2023-09-14 10:09:54.305366,image,240,none,5
4,2023-09-14 10:10:01.411673,image,240,point,2
4,2023-09-14 10:10:08.536753,image,240,qr,4
4,2023-09-14 10:10:14.992773,text_w,240,aruco,5
4,2023-09-14 10:10:21.091795,text_w,240,none,5
4,2023-09-14 10:10:27.267896,text_w,240,point,5
4,2023-09-14 10:10:33.459900,text_w,240,qr,5
4,2023-09-14 10:10:41.755867,text_w,240,qr,5
4,2023-09-14 10:10:47.892003,text_w,240,aruco,5
4,2023-09-14 10:10:54.214093,text_w,240,point,5
4,2023-09-14 10:11:00.772055,text_w,240,none,5
4,2023-09-14 10:11:09.218634,text_d,240,qr,4
4,2023-09-14 10:11:15.569863,text_d,240,aruco,4
4,2023-09-14 10:11:22.076123,text_d,240,point,4
4,2023-09-14 10:11:27.796183,text_d,240,none,5
4,2023-09-14 10:11:33.962791,image,240,qr,5
4,2023-09-14 10:11:40.188337,image,240,aruco,5
4,2023-09-14 10:11:46.223239,image,240,point,5
4,2023-09-14 10:11:52.020414,image,240,none,5
4,2023-09-14 10:12:00.825437,text_w,120,qr,5
4,2023-09-14 10:12:07.428496,text_w,120,aruco,5
4,2023-09-14 10:12:13.532526,text_w,120,point,5
4,2023-09-14 10:12:19.548546,text_w,120,none,5
4,2023-09-14 10:12:25.169740,text_d,120,qr,2
4,2023-09-14 10:12:30.857705,text_d,120,aruco,3
4,2023-09-14 10:12:38.761695,text_d,120,point,2
4,2023-09-14 10:12:44.988767,text_d,120,none,5
4,2023-09-14 10:12:52.900826,image,120,qr,1
4,2023-09-14 10:12:59.284916,image,120,aruco,3
4,2023-09-14 10:13:05.569984,image,120,point,3
4,2023-09-14 10:13:11.777938,image,120,none,5
4,2023-09-14 10:13:20.856579,text_w,200,qr,5
4,2023-09-14 10:13:27.106079,text_w,200,aruco,5
4,2023-09-14 10:13:33.114225,text_w,200,point,5
4,2023-09-14 10:13:39.858287,text_w,200,none,5
4,2023-09-14 10:13:45.410294,text_d,200,qr,3
4,2023-09-14 10:13:51.037257,text_d,200,aruco,3
4,2023-09-14 10:13:56.813334,text_d,200,point,2
4,2023-09-14 10:14:02.453350,text_d,200,none,5
4,2023-09-14 10:14:09.061443,image,200,qr,5
4,2023-09-14 10:14:14.669427,image,200,aruco,5
4,2023-09-14 10:14:20.410541,image,200,point,5
4,2023-09-14 10:14:26.026607,image,200,none,5
4,2023-09-14 10:14:33.834604,text_w,144,qr,5
4,2023-09-14 10:14:39.562671,text_w,144,aruco,5
4,2023-09-14 10:14:45.187424,text_w,144,point,5
4,2023-09-14 10:14:50.978743,text_w,144,none,5
4,2023-09-14 10:14:56.541697,text_d,144,qr,2
4,2023-09-14 10:15:02.122839,text_d,144,aruco,3
4,2023-09-14 10:15:07.714846,text_d,144,point,2
4,2023-09-14 10:15:13.242916,text_d,144,none,5
4,2023-09-14 10:15:20.010912,image,144,qr,4
4,2023-09-14 10:15:28.411003,image,144,aruco,2
4,2023-09-14 10:15:34.899034,image,144,point,5
4,2023-09-14 10:15:41.356625,image,144,none,5
3,2023-09-20 14:18:15.395781,image,144,qr,4
3,2023-09-20 14:18:21.962357,image,144,aruco,3
3,2023-09-20 14:18:28.067901,image,144,point,4
3,2023-09-20 14:18:33.627968,image,144,none,5
3,2023-09-20 14:18:40.112354,text_w,144,qr,4
3,2023-09-20 14:18:45.813510,text_w,144,aruco,5
3,2023-09-20 14:18:51.333502,text_w,144,point,5
3,2023-09-20 14:18:56.805536,text_w,144,none,5
3,2023-09-20 14:19:03.370572,text_d,144,qr,3
3,2023-09-20 14:19:09.781633,text_d,144,aruco,2
3,2023-09-20 14:19:16.778657,text_d,144,point,3
3,2023-09-20 14:19:22.162852,text_d,144,none,5
3,2023-09-20 14:19:29.810822,image,240,qr,5
3,2023-09-20 14:19:35.386858,image,240,aruco,5
3,2023-09-20 14:19:40.945392,image,240,point,5
3,2023-09-20 14:19:46.605772,image,240,none,5
3,2023-09-20 14:19:52.740335,text_w,240,qr,5
3,2023-09-20 14:19:58.413882,text_w,240,aruco,5
3,2023-09-20 14:20:03.917875,text_w,240,point,5
3,2023-09-20 14:20:09.629883,text_w,240,none,5
3,2023-09-20 14:20:15.197893,text_d,240,qr,4
3,2023-09-20 14:20:20.877805,text_d,240,aruco,5
3,2023-09-20 14:20:26.413941,text_d,240,point,4
3,2023-09-20 14:20:31.813860,text_d,240,none,5
3,2023-09-20 14:20:39.258903,image,200,qr,5
3,2023-09-20 14:20:44.858942,image,200,aruco,5
3,2023-09-20 14:20:50.310584,image,200,point,5
3,2023-09-20 14:20:55.950592,image,200,none,5
3,2023-09-20 14:21:01.674894,text_w,200,qr,5
3,2023-09-20 14:21:07.386954,text_w,200,aruco,5
3,2023-09-20 14:21:13.090883,text_w,200,point,5
3,2023-09-20 14:21:19.114962,text_w,200,none,5
3,2023-09-20 14:21:24.570977,text_d,200,qr,3
3,2023-09-20 14:21:30.514929,text_d,200,aruco,4
3,2023-09-20 14:21:35.866962,text_d,200,point,3
3,2023-09-20 14:21:41.299025,text_d,200,none,5
3,2023-09-20 14:21:49.315260,image,120,qr,1
3,2023-09-20 14:21:55.670264,image,120,aruco,3
3,2023-09-20 14:22:02.390514,image,120,point,2
3,2023-09-20 14:22:07.793478,image,120,none,5
3,2023-09-20 14:22:13.209600,text_w,120,qr,4
3,2023-09-20 14:22:18.582914,text_w,120,aruco,5
3,2023-09-20 14:22:24.180058,text_w,120,point,5
3,2023-09-20 14:22:29.575183,text_w,120,none,5
3,2023-09-20 14:22:37.597078,text_d,120,qr,3
3,2023-09-20 14:22:43.007504,text_d,120,aruco,2
3,2023-09-20 14:22:48.527625,text_d,120,point,3
3,2023-09-20 14:22:54.151652,text_d,120,none,5
3,2023-09-20 14:23:01.714623,text_d,200,qr,4
3,2023-09-20 14:23:07.211412,text_d,200,aruco,5
3,2023-09-20 14:23:12.680016,text_d,200,none,5
3,2023-09-20 14:23:18.093195,text_d,200,point,4
3,2023-09-20 14:23:26.358695,image,200,qr,4
3,2023-09-20 14:23:31.704250,image,200,aruco,5
3,2023-09-20 14:23:37.032236,image,200,none,5
3,2023-09-20 14:23:42.429520,image,200,point,5
3,2023-09-20 14:23:47.816540,text_w,200,qr,5
3,2023-09-20 14:23:53.419498,text_w,200,aruco,5
3,2023-09-20 14:23:58.824658,text_w,200,none,5
3,2023-09-20 14:24:04.312717,text_w,200,point,5
3,2023-09-20 14:24:11.784922,text_d,240,qr,4
3,2023-09-20 14:24:17.139829,text_d,240,aruco,5
3,2023-09-20 14:24:22.581993,text_d,240,none,5
3,2023-09-20 14:24:28.961048,text_d,240,point,4
3,2023-09-20 14:24:34.321078,image,240,qr,5
3,2023-09-20 14:24:39.713170,image,240,aruco,5
3,2023-09-20 14:24:45.185081,image,240,none,5
3,2023-09-20 14:24:50.609192,image,240,point,5
3,2023-09-20 14:24:56.089223,text_w,240,qr,5
3,2023-09-20 14:25:01.729321,text_w,240,aruco,5
3,2023-09-20 14:25:09.161358,text_w,240,none,5
3,2023-09-20 14:25:14.929406,text_w,240,point,5
3,2023-09-20 14:25:22.433446,text_d,144,qr,3
3,2023-09-20 14:25:27.977488,text_d,144,aruco,4
3,2023-09-20 14:25:33.513444,text_d,144,none,5
3,2023-09-20 14:25:41.800107,text_d,144,point,3
3,2023-09-20 14:25:47.169665,image,144,qr,5
3,2023-09-20 14:25:52.481626,image,144,aruco,4
3,2023-09-20 14:25:57.836607,image,144,none,5
3,2023-09-20 14:26:03.271560,image,144,point,5
3,2023-09-20 14:26:08.838860,text_w,144,qr,5
3,2023-09-20 14:26:14.596709,text_w,144,aruco,5
3,2023-09-20 14:26:20.244726,text_w,144,none,5
3,2023-09-20 14:26:25.769870,text_w,144,point,5
3,2023-09-20 14:26:34.922013,text_d,120,qr,4
3,2023-09-20 14:26:40.630986,text_d,120,aruco,5
3,2023-09-20 14:26:46.021551,text_d,120,none,5
3,2023-09-20 14:26:51.522067,text_d,120,point,3
3,2023-09-20 14:26:56.826118,image,120,qr,3
3,2023-09-20 14:27:02.143163,image,120,aruco,3
3,2023-09-20 14:27:07.447195,image,120,none,5
3,2023-09-20 14:27:12.770098,image,120,point,4
3,2023-09-20 14:27:18.410829,text_w,120,qr,5
3,2023-09-20 14:27:23.807266,text_w,120,aruco,5
3,2023-09-20 14:27:29.568007,text_w,120,none,5
3,2023-09-20 14:27:34.946233,text_w,120,point,5
3,2023-09-20 14:27:42.426261,image,120,none,5
3,2023-09-20 14:27:47.906223,image,120,point,5
3,2023-09-20 14:27:53.247361,image,120,qr,4
3,2023-09-20 14:27:58.543376,image,120,aruco,4
3,2023-09-20 14:28:03.978325,text_d,120,none,5
3,2023-09-20 14:28:10.719455,text_d,120,point,3
3,2023-09-20 14:28:16.744156,text_d,120,qr,4
3,2023-09-20 14:28:22.554451,text_d,120,aruco,3
3,2023-09-20 14:28:28.135557,text_w,120,none,5
3,2023-09-20 14:28:33.631582,text_w,120,point,5
3,2023-09-20 14:28:39.090563,text_w,120,qr,5
3,2023-09-20 14:28:46.130618,text_w,120,aruco,4
3,2023-09-20 14:28:53.586654,image,240,none,5
3,2023-09-20 14:28:58.938648,image,240,point,5
3,2023-09-20 14:29:04.295683,image,240,qr,5
3,2023-09-20 14:29:09.751762,image,240,aruco,5
3,2023-09-20 14:29:15.271778,text_d,240,none,5
3,2023-09-20 14:29:20.631746,text_d,240,point,5
3,2023-09-20 14:29:26.007794,text_d,240,qr,5
3,2023-09-20 14:29:31.359853,text_d,240,aruco,5
3,2023-09-20 14:29:36.823823,text_w,240,none,5
3,2023-09-20 14:29:42.227463,text_w,240,point,5
3,2023-09-20 14:29:47.695857,text_w,240,qr,5
3,2023-09-20 14:29:53.251484,text_w,240,aruco,5
3,2023-09-20 14:30:00.719961,image,144,none,5
3,2023-09-20 14:30:06.186871,image,144,point,5
3,2023-09-20 14:30:11.581761,image,144,qr,4
3,2023-09-20 14:30:17.057505,image,144,aruco,4
3,2023-09-20 14:30:22.445895,text_d,144,none,5
3,2023-09-20 14:30:28.464096,text_d,144,point,4
3,2023-09-20 14:30:34.208209,text_d,144,qr,4
3,2023-09-20 14:30:39.635194,text_d,144,aruco,4
3,2023-09-20 14:30:45.024284,text_w,144,none,5
3,2023-09-20 14:30:50.430148,text_w,144,point,5
3,2023-09-20 14:30:55.907468,text_w,144,qr,5
3,2023-09-20 14:31:01.355535,text_w,144,aruco,5
3,2023-09-20 14:31:08.856613,image,200,none,5
3,2023-09-20 14:31:14.496644,image,200,point,5
3,2023-09-20 14:31:19.827680,image,200,qr,5
3,2023-09-20 14:31:25.216744,image,200,aruco,5
3,2023-09-20 14:31:30.683781,text_d,200,none,5
3,2023-09-20 14:31:36.059876,text_d,200,point,5
3,2023-09-20 14:31:41.387896,text_d,200,qr,5
3,2023-09-20 14:31:46.835931,text_d,200,aruco,5
3,2023-09-20 14:31:52.635993,text_w,200,none,5
3,2023-09-20 14:31:59.164041,text_w,200,point,5
3,2023-09-20 14:32:05.009180,text_w,200,qr,5
3,2023-09-20 14:32:10.436165,text_w,200,aruco,5
7,2023-09-20 14:34:11.890306,text_d,120,qr,4
7,2023-09-20 14:34:17.429360,text_d,120,point,3
7,2023-09-20 14:34:23.141379,text_d,120,aruco,3
7,2023-09-20 14:34:28.754456,text_d,120,none,5
7,2023-09-20 14:34:34.165495,text_w,120,qr,5
7,2023-09-20 14:34:39.976407,text_w,120,point,5
7,2023-09-20 14:34:45.656463,text_w,120,aruco,5
7,2023-09-20 14:34:51.621606,text_w,120,none,5
7,2023-09-20 14:34:57.533644,image,120,qr,3
7,2023-09-20 14:35:03.069662,image,120,point,4
7,2023-09-20 14:35:08.501744,image,120,aruco,4
7,2023-09-20 14:35:14.125761,image,120,none,5
7,2023-09-20 14:35:24.136630,text_d,144,qr,3
7,2023-09-20 14:35:29.520708,text_d,144,point,3
7,2023-09-20 14:35:35.331073,text_d,144,aruco,4
7,2023-09-20 14:35:40.845976,text_d,144,none,5
7,2023-09-20 14:35:46.405992,text_w,144,qr,5
7,2023-09-20 14:35:51.784898,text_w,144,point,5
7,2023-09-20 14:35:57.157977,text_w,144,aruco,5
7,2023-09-20 14:36:02.646075,text_w,144,none,5
7,2023-09-20 14:36:08.126116,image,144,qr,4
7,2023-09-20 14:36:13.475196,image,144,point,5
7,2023-09-20 14:36:18.886153,image,144,aruco,4
7,2023-09-20 14:36:24.222239,image,144,none,5
7,2023-09-20 14:36:31.844789,text_d,240,qr,5
7,2023-09-20 14:36:37.246362,text_d,240,point,5
7,2023-09-20 14:36:42.774363,text_d,240,aruco,5
7,2023-09-20 14:36:48.142334,text_d,240,none,5
7,2023-09-20 14:36:54.171443,text_w,240,qr,5
7,2023-09-20 14:37:00.403490,text_w,240,point,5
7,2023-09-20 14:37:06.078461,text_w,240,aruco,5
7,2023-09-20 14:37:11.494479,text_w,240,none,5
7,2023-09-20 14:37:16.902592,image,240,qr,5
7,2023-09-20 14:37:22.289427,image,240,point,5
7,2023-09-20 14:37:27.694591,image,240,aruco,5
7,2023-09-20 14:37:33.878711,image,240,none,5
7,2023-09-20 14:37:41.507715,text_d,200,qr,4
7,2023-09-20 14:37:46.867749,text_d,200,point,4
7,2023-09-20 14:37:52.603748,text_d,200,aruco,5
7,2023-09-20 14:37:58.046728,text_d,200,none,5
7,2023-09-20 14:38:03.483742,text_w,200,qr,5
7,2023-09-20 14:38:08.851838,text_w,200,point,5
7,2023-09-20 14:38:14.483853,text_w,200,aruco,5
7,2023-09-20 14:38:19.926862,text_w,200,none,5
7,2023-09-20 14:38:28.102867,image,200,qr,4
7,2023-09-20 14:38:33.470881,image,200,point,5
7,2023-09-20 14:38:38.814887,image,200,aruco,5
7,2023-09-20 14:38:44.182973,image,200,none,5
7,2023-09-20 14:38:51.639109,image,240,point,5
7,2023-09-20 14:38:57.092243,image,240,aruco,5
7,2023-09-20 14:39:02.607114,image,240,none,5
7,2023-09-20 14:39:08.079137,image,240,qr,5
7,2023-09-20 14:39:13.463140,text_d,240,point,5
7,2023-09-20 14:39:18.823181,text_d,240,aruco,5
7,2023-09-20 14:39:24.207234,text_d,240,none,5
7,2023-09-20 14:39:29.663219,text_d,240,qr,4
7,2023-09-20 14:39:35.524300,text_w,240,point,5
7,2023-09-20 14:39:40.964351,text_w,240,aruco,5
7,2023-09-20 14:39:46.471356,text_w,240,none,5
7,2023-09-20 14:39:51.908483,text_w,240,qr,5
7,2023-09-20 14:39:59.719452,image,120,point,5
7,2023-09-20 14:40:05.381917,image,120,aruco,4
7,2023-09-20 14:40:10.887473,image,120,none,5
7,2023-09-20 14:40:16.231492,image,120,qr,4
7,2023-09-20 14:40:21.607544,text_d,120,point,3
7,2023-09-20 14:40:27.047573,text_d,120,aruco,4
7,2023-09-20 14:40:32.423561,text_d,120,none,5
7,2023-09-20 14:40:37.863605,text_d,120,qr,3
7,2023-09-20 14:40:43.255635,text_w,120,point,5
7,2023-09-20 14:40:48.639602,text_w,120,aruco,5
7,2023-09-20 14:40:54.175662,text_w,120,none,5
7,2023-09-20 14:40:59.687709,text_w,120,qr,5
7,2023-09-20 14:41:07.181519,image,200,point,5
7,2023-09-20 14:41:12.748844,image,200,aruco,5
7,2023-09-20 14:41:18.164901,image,200,none,5
7,2023-09-20 14:41:23.577972,image,200,qr,5
7,2023-09-20 14:41:29.332952,text_d,200,point,4
7,2023-09-20 14:41:34.695924,text_d,200,aruco,5
7,2023-09-20 14:41:40.063857,text_d,200,none,5
7,2023-09-20 14:41:45.594815,text_d,200,qr,4
7,2023-09-20 14:41:52.357010,text_w,200,point,5
7,2023-09-20 14:41:57.781725,text_w,200,aruco,5
7,2023-09-20 14:42:03.253159,text_w,200,none,5
7,2023-09-20 14:42:08.765186,text_w,200,qr,5
7,2023-09-20 14:42:16.548987,image,144,point,5
7,2023-09-20 14:42:21.975926,image,144,aruco,5
7,2023-09-20 14:42:27.466905,image,144,none,5
7,2023-09-20 14:42:32.962935,image,144,qr,5
7,2023-09-20 14:42:38.487936,text_d,144,point,4
7,2023-09-20 14:42:44.157111,text_d,144,aruco,4
7,2023-09-20 14:42:49.547025,text_d,144,none,5
7,2023-09-20 14:42:54.909151,text_d,144,qr,3
7,2023-09-20 14:43:00.403033,text_w,144,point,5
7,2023-09-20 14:43:06.176156,text_w,144,aruco,5
